gene_stable_id	transcript_stable_id	protein_stable_id	xref	db_name	info_type	source_identity	xref_identity	linkage_type
Rv2054	CCP44827	CCP44827	O86353	Uniprot/SPTREMBL	NONE	100	100	-
Rv2055c	CCP44828	CCP44828	P9WH47	Uniprot/SWISSPROT	NONE	100	100	-
Rv2056c	CCP44829	CCP44829	P9WH59	Uniprot/SWISSPROT	NONE	100	100	-
Rv2057c	CCP44830	CCP44830	P9WH97	Uniprot/SWISSPROT	NONE	100	100	-
Rv2058c	CCP44831	CCP44831	P9WHA9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2059	CCP44832	CCP44832	O07257	Uniprot/SPTREMBL	NONE	100	100	-
Rv2060	CCP44833	CCP44833	O86339	Uniprot/SPTREMBL	NONE	100	100	-
Rv2061c	CCP44834	CCP44834	O86340	Uniprot/SPTREMBL	NONE	100	100	-
Rv2062c	CCP44835	CCP44835	O53498	Uniprot/SPTREMBL	NONE	100	100	-
Rv2063	CCP44836	CCP44836	P9WJ85	Uniprot/SWISSPROT	NONE	100	100	-
Rv2063A	CCP44837	CCP44837	P0CL62	Uniprot/SWISSPROT	NONE	100	100	-
Rv2064	CCP44838	CCP44838	Q10675	Uniprot/SPTREMBL	NONE	100	100	-
Rv2065	CCP44839	CCP44839	P9WP87	Uniprot/SWISSPROT	NONE	100	100	-
Rv2066	CCP44840	CCP44840	P9WGB3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2067c	CCP44841	CCP44841	P9WLL9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2068c	CCP44842	CCP44842	P9WKD3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2069	CCP44843	CCP44843	P9WGH1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2070c	CCP44844	CCP44844	P9WP89	Uniprot/SWISSPROT	NONE	100	100	-
Rv2071c	CCP44845	CCP44845	P9WGB1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2072c	CCP44846	CCP44846	P9WGA9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2073c	CCP44847	CCP44847	P9WGR3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2074	CCP44848	CCP44848	P9WLL7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2075c	CCP44849	CCP44849	P9WLL5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2076c	CCP44850	CCP44850	P9WLL3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2077c	CCP44851	CCP44851	P9WLL1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2077A	CCP44852	CCP44852	L7N6B8	Uniprot/SPTREMBL	NONE	100	100	-
Rv2078	CCP44853	CCP44853	P9WLK9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2079	CCP44854	CCP44854	P9WLK7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2080	CCP44855	CCP44855	P9WK77	Uniprot/SWISSPROT	NONE	100	100	-
Rv2081c	CCP44856	CCP44856	P9WLK5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2082	CCP44857	CCP44857	Q10690	Uniprot/SWISSPROT	NONE	100	100	-
Rv2083	CCP44858	CCP44858	P9WLK3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2084	CCP44859	CCP44859	P9WLK1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2085	CCP44860	CCP44860	P9WLJ9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2086	CCP44861	CCP44861	P64937	Uniprot/SWISSPROT	NONE	100	100	-
Rv2087	CCP44862	CCP44862	P9WLJ7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2088	CCP44863	CCP44863	P9WI67	Uniprot/SWISSPROT	NONE	100	100	-
Rv2089c	CCP44864	CCP44864	P9WHS7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2090	CCP44865	CCP44865	P9WNU3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2091c	CCP44866	CCP44866	P9WLJ5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2092c	CCP44867	CCP44867	P9WMR1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2093c	CCP44868	CCP44868	P9WG97	Uniprot/SWISSPROT	NONE	100	100	-
Rv2094c	CCP44869	CCP44869	P9WGA1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2095c	CCP44870	CCP44870	P9WIL9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2096c	CCP44871	CCP44871	P9WIM1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2097c	CCP44872	CCP44872	P9WNU7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2100	CCP44875	CCP44875	P9WLJ3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2101	CCP44876	CCP44876	I6YCF3	Uniprot/SPTREMBL	NONE	100	100	-
Rv2102	CCP44877	CCP44877	O53500	Uniprot/SWISSPROT	NONE	100	100	-
Rv2103c	CCP44878	CCP44878	O53501	Uniprot/SWISSPROT	NONE	100	100	-
Rv2104c	CCP44879	CCP44879	P9WJ27	Uniprot/SWISSPROT	NONE	100	100	-
Rv2105	CCP44880	CCP44880	P9WKH5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2106	CCP44881	CCP44881	P9WKH9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2107	CCP44882	CCP44882	L7N6B5	Uniprot/SPTREMBL	NONE	100	100	-
Rv2108	CCP44883	CCP44883	P9WI01	Uniprot/SWISSPROT	NONE	100	100	-
Rv2109c	CCP44884	CCP44884	P9WHU1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2110c	CCP44885	CCP44885	P9WHT9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2111c	CCP44886	CCP44886	P9WHN5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2112c	CCP44887	CCP44887	P9WNU9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2113	CCP44888	CCP44888	O33248	Uniprot/SPTREMBL	NONE	100	100	-
Rv2114	CCP44889	CCP44889	O33249	Uniprot/SPTREMBL	NONE	100	100	-
Rv2115c	CCP44890	CCP44890	P9WQN5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2116	CCP44891	CCP44891	P9WK75	Uniprot/SWISSPROT	NONE	100	100	-
Rv2117	CCP44892	CCP44892	O33252	Uniprot/SPTREMBL	NONE	100	100	-
Rv2118c	CCP44893	CCP44893	P9WFZ1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2119	CCP44894	CCP44894	O33254	Uniprot/SPTREMBL	NONE	100	100	-
Rv2120c	CCP44895	CCP44895	O33255	Uniprot/SPTREMBL	NONE	100	100	-
Rv2121c	CCP44896	CCP44896	P9WMN1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2122c	CCP44897	CCP44897	P9WMM9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2123	CCP44898	CCP44898	Q79FH3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2124c	CCP44899	CCP44899	O33259	Uniprot/SWISSPROT	NONE	100	100	-
Rv2125	CCP44900	CCP44900	O33260	Uniprot/SPTREMBL	NONE	100	100	-
Rv2126c	CCP44901	CCP44901	L0TBL4	Uniprot/SPTREMBL	NONE	100	100	-
Rv2127	CCP44902	CCP44902	P9WQM9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2128	CCP44903	CCP44903	O33262	Uniprot/SPTREMBL	NONE	100	100	-
Rv2129c	CCP44904	CCP44904	O33263	Uniprot/SPTREMBL	NONE	100	100	-
Rv2130c	CCP44905	CCP44905	P9WJM9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2131c	CCP44906	CCP44906	P9WKJ1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2132	CCP44907	CCP44907	O06243	Uniprot/SPTREMBL	NONE	100	100	-
Rv2133c	CCP44908	CCP44908	O06242	Uniprot/SPTREMBL	NONE	100	100	-
Rv2134c	CCP44909	CCP44909	O06241	Uniprot/SPTREMBL	NONE	100	100	-
Rv2135c	CCP44910	CCP44910	O06240	Uniprot/SPTREMBL	NONE	100	100	-
Rv2136c	CCP44911	CCP44911	P9WFF9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2137c	CCP44912	CCP44912	O06238	Uniprot/SPTREMBL	NONE	100	100	-
Rv2138	CCP44913	CCP44913	O06237	Uniprot/SPTREMBL	NONE	100	100	-
Rv2139	CCP44914	CCP44914	P9WHL1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2140c	CCP44915	CCP44915	P9WFN1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2141c	CCP44916	CCP44916	L7N684	Uniprot/SPTREMBL	NONE	100	100	-
Rv2142c	CCP44917	CCP44917	P9WHG5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2142A	CCP44918	CCP44918	P9WJ75	Uniprot/SWISSPROT	NONE	100	100	-
Rv2143	CCP44919	CCP44919	O06232	Uniprot/SPTREMBL	NONE	100	100	-
Rv2144c	CCP44920	CCP44920	O06231	Uniprot/SPTREMBL	NONE	100	100	-
Rv2145c	CCP44921	CCP44921	P9WMU1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2146c	CCP44922	CCP44922	O06230	Uniprot/SPTREMBL	NONE	100	100	-
Rv2147c	CCP44923	CCP44923	P9WGJ5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2148c	CCP44924	CCP44924	P9WFQ7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2149c	CCP44925	CCP44925	P9WKD5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2150c	CCP44926	CCP44926	P9WN95	Uniprot/SWISSPROT	NONE	100	100	-
Rv2151c	CCP44927	CCP44927	P9WNA1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2152c	CCP44928	CCP44928	P9WJL7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2153c	CCP44929	CCP44929	P9WJK9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2154c	CCP44930	CCP44930	P9WN97	Uniprot/SWISSPROT	NONE	100	100	-
Rv2155c	CCP44931	CCP44931	P9WJL5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2156c	CCP44932	CCP44932	P9WMW7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2157c	CCP44933	CCP44933	P9WJL1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2158c	CCP44934	CCP44934	P9WJL3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2159c	CCP44935	CCP44935	O06218	Uniprot/SPTREMBL	NONE	100	100	-
Rv2160A	CCP44936	CCP44936	L0TBP1	Uniprot/SPTREMBL	NONE	100	100	-
Rv2160c	CCP44937	CCP44937	Q79FG9	Uniprot/SPTREMBL	NONE	100	100	-
Rv2161c	CCP44938	CCP44938	O06216	Uniprot/SPTREMBL	NONE	100	100	-
Rv2162c	CCP44939	CCP44939	L7N6A1	Uniprot/SPTREMBL	NONE	100	100	-
Rv2163c	CCP44940	CCP44940	L0T911	Uniprot/SWISSPROT	NONE	100	100	-
Rv2164c	CCP44941	CCP44941	O06213	Uniprot/SPTREMBL	NONE	100	100	-
Rv2165c	CCP44942	CCP44942	P9WJP1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2166c	CCP44943	CCP44943	P9WJN9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2167c	CCP44944	CCP44944	P9WKH9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2168c	CCP44945	CCP44945	P9WKH5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2169c	CCP44946	CCP44946	O53503	Uniprot/SPTREMBL	NONE	100	100	-
Rv2170	CCP44947	CCP44947	O53504	Uniprot/SPTREMBL	NONE	100	100	-
Rv2171	CCP44948	CCP44948	O53505	Uniprot/SPTREMBL	NONE	100	100	-
Rv2172c	CCP44949	CCP44949	O53506	Uniprot/SPTREMBL	NONE	100	100	-
Rv2173	CCP44950	CCP44950	O53507	Uniprot/SPTREMBL	NONE	100	100	-
Rv2174	CCP44951	CCP44951	O53508	Uniprot/SWISSPROT	NONE	100	100	-
Rv2175c	CCP44952	CCP44952	O53509	Uniprot/SWISSPROT	NONE	100	100	-
Rv2176	CCP44953	CCP44953	P9WI63	Uniprot/SWISSPROT	NONE	100	100	-
Rv2177c	CCP44954	CCP44954	O53511	Uniprot/SPTREMBL	NONE	100	100	-
Rv2178c	CCP44955	CCP44955	O53512	Uniprot/SWISSPROT	NONE	100	100	-
Rv2179c	CCP44956	CCP44956	P9WJ73	Uniprot/SWISSPROT	NONE	100	100	-
Rv2180c	CCP44957	CCP44957	O53514	Uniprot/SPTREMBL	NONE	100	100	-
Rv2181	CCP44958	CCP44958	P9WMZ9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2182c	CCP44959	CCP44959	O53516	Uniprot/SPTREMBL	NONE	100	100	-
Rv2183c	CCP44960	CCP44960	O53517	Uniprot/SPTREMBL	NONE	100	100	-
Rv2184c	CCP44961	CCP44961	O53518	Uniprot/SPTREMBL	NONE	100	100	-
Rv2185c	CCP44962	CCP44962	O53519	Uniprot/SPTREMBL	NONE	100	100	-
Rv2186c	CCP44963	CCP44963	O53520	Uniprot/SPTREMBL	NONE	100	100	-
Rv2187	CCP44964	CCP44964	O53521	Uniprot/SWISSPROT	NONE	100	100	-
Rv2188c	CCP44965	CCP44965	P9WMZ3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2189c	CCP44966	CCP44966	O53523	Uniprot/SPTREMBL	NONE	100	100	-
Rv2190c	CCP44967	CCP44967	P9WHU3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2191	CCP44968	CCP44968	P9WLJ1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2192c	CCP44969	CCP44969	P9WFX5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2193	CCP44970	CCP44970	P9WP67	Uniprot/SWISSPROT	NONE	100	100	-
Rv2194	CCP44971	CCP44971	P9WP35	Uniprot/SWISSPROT	NONE	100	100	-
Rv2195	CCP44972	CCP44972	P9WH23	Uniprot/SWISSPROT	NONE	100	100	-
Rv2196	CCP44973	CCP44973	P9WP37	Uniprot/SWISSPROT	NONE	100	100	-
Rv2197c	CCP44974	CCP44974	P9WLI9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2198c	CCP44975	CCP44975	P9WJT1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2199c	CCP44976	CCP44976	P9WP45	Uniprot/SWISSPROT	NONE	100	100	-
Rv2200c	CCP44977	CCP44977	P9WP69	Uniprot/SWISSPROT	NONE	100	100	-
Rv2201	CCP44978	CCP44978	P9WN33	Uniprot/SWISSPROT	NONE	100	100	-
Rv2202c	CCP44979	CCP44979	P9WID5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2203	CCP44980	CCP44980	P9WLI7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2204c	CCP44981	CCP44981	P9WMN5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2205c	CCP44982	CCP44982	P9WMT7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2206	CCP44983	CCP44983	P9WLI5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2207	CCP44984	CCP44984	P9WP85	Uniprot/SWISSPROT	NONE	100	100	-
Rv2208	CCP44985	CCP44985	P9WP91	Uniprot/SWISSPROT	NONE	100	100	-
Rv2209	CCP44986	CCP44986	P9WLI3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2210c	CCP44987	CCP44987	P9WQ75	Uniprot/SWISSPROT	NONE	100	100	-
Rv2211c	CCP44988	CCP44988	P9WN51	Uniprot/SWISSPROT	NONE	100	100	-
Rv2212	CCP44989	CCP44989	P9WMU7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2213	CCP44990	CCP44990	P9WHT3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2214c	CCP44991	CCP44991	P9WGS3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2215	CCP44992	CCP44992	P9WIS7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2216	CCP44993	CCP44993	P9WGP7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2217	CCP44994	CCP44994	P9WK83	Uniprot/SWISSPROT	NONE	100	100	-
Rv2218	CCP44995	CCP44995	P9WK91	Uniprot/SWISSPROT	NONE	100	100	-
Rv2219	CCP44996	CCP44996	P9WLI1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2219A	CCP44997	CCP44997	Q79FG7	Uniprot/SPTREMBL	NONE	100	100	-
Rv2220	CCP44998	CCP44998	P9WN39	Uniprot/SWISSPROT	NONE	100	100	-
Rv2221c	CCP44999	CCP44999	P9WN27	Uniprot/SWISSPROT	NONE	100	100	-
Rv2222c	CCP45000	CCP45000	P9WN37	Uniprot/SWISSPROT	NONE	100	100	-
Rv2223c	CCP45001	CCP45001	P9WHR5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2224c	CCP45002	CCP45002	P9WHR3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2225	CCP45003	CCP45003	P9WIL7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2226	CCP45004	CCP45004	P9WLH9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2227	CCP45005	CCP45005	P9WLH7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2228c	CCP45006	CCP45006	P9WLH5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2229c	CCP45007	CCP45007	P9WLH3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2230c	CCP45008	CCP45008	P9WFM1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2231c	CCP45009	CCP45009	P9WQ89	Uniprot/SWISSPROT	NONE	100	100	-
Rv2231A	CCP45010	CCP45010	P0CV93	Uniprot/SWISSPROT	NONE	100	100	-
Rv2231B	CCP45011	CCP45011	P0CW31	Uniprot/SWISSPROT	NONE	100	100	-
Rv2232	CCP45012	CCP45012	P9WPI9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2234	CCP45013	CCP45013	P9WIA1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2235	CCP45014	CCP45014	P9WGA7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2236c	CCP45015	CCP45015	P9WP93	Uniprot/SWISSPROT	NONE	100	100	-
Rv2237	CCP45016	CCP45016	P9WLH1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2237A	CCP45017	CCP45017	I6XDU8	Uniprot/SPTREMBL	NONE	100	100	-
Rv2238c	CCP45018	CCP45018	P9WIE3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2239c	CCP45019	CCP45019	P9WLG9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2240c	CCP45020	CCP45020	P9WLG7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2241	CCP45021	CCP45021	P9WIS9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2242	CCP45022	CCP45022	P9WPH5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2243	CCP45023	CCP45023	P9WNG5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2244	CCP45024	CCP45024	P9WQF3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2245	CCP45025	CCP45025	P9WQD9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2246	CCP45026	CCP45026	P9WQD7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2247	CCP45027	CCP45027	P9WQH5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2248	CCP45028	CCP45028	P9WLG5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2249c	CCP45029	CCP45029	P9WN81	Uniprot/SWISSPROT	NONE	100	100	-
Rv2250c	CCP45030	CCP45030	P9WMC5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2250A	CCP45031	CCP45031	L0TBY6	Uniprot/SPTREMBL	NONE	100	100	-
Rv2251	CCP45032	CCP45032	L0TBR2	Uniprot/SPTREMBL	NONE	100	100	-
Rv2252	CCP45033	CCP45033	P9WP29	Uniprot/SWISSPROT	NONE	100	100	-
Rv2253	CCP45034	CCP45034	O53527	Uniprot/SPTREMBL	NONE	100	100	-
Rv2254c	CCP45035	CCP45035	O53528	Uniprot/SPTREMBL	NONE	100	100	-
Rv2255c	CCP45036	CCP45036	O53529	Uniprot/SPTREMBL	NONE	100	100	-
Rv2256c	CCP45037	CCP45037	O53530	Uniprot/SPTREMBL	NONE	100	100	-
Rv2257c	CCP45038	CCP45038	O53531	Uniprot/SPTREMBL	NONE	100	100	-
Rv2258c	CCP45039	CCP45039	O53532	Uniprot/SPTREMBL	NONE	100	100	-
Rv2259	CCP45040	CCP45040	O53533	Uniprot/SPTREMBL	NONE	100	100	-
Rv2260	CCP45041	CCP45041	O53534	Uniprot/SPTREMBL	NONE	100	100	-
Rv2261c	CCP45042	CCP45042	I6XDW5	Uniprot/SPTREMBL	NONE	100	100	-
Rv2262c	CCP45043	CCP45043	O53536	Uniprot/SPTREMBL	NONE	100	100	-
Rv2263	CCP45044	CCP45044	O53537	Uniprot/SPTREMBL	NONE	100	100	-
Rv2264c	CCP45045	CCP45045	O53538	Uniprot/SPTREMBL	NONE	100	100	-
Rv2265	CCP45046	CCP45046	P9WLG3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2266	CCP45047	CCP45047	P9WPP3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2267c	CCP45048	CCP45048	P9WLG1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2268c	CCP45049	CCP45049	P9WPN7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2269c	CCP45050	CCP45050	P9WLF9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2270	CCP45051	CCP45051	P9WK73	Uniprot/SWISSPROT	NONE	100	100	-
Rv2271	CCP45052	CCP45052	P9WLF7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2272	CCP45053	CCP45053	P9WLF5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2273	CCP45054	CCP45054	P9WLF3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2274c	CCP45055	CCP45055	P9WIH7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2274A	CCP45056	CCP45056	P0CL60	Uniprot/SWISSPROT	NONE	100	100	-
Rv2275	CCP45057	CCP45057	P9WPF9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2276	CCP45058	CCP45058	P9WPP7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2277c	CCP45059	CCP45059	P9WLF1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2278	CCP45060	CCP45060	P9WKH5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2279	CCP45061	CCP45061	P9WKH9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2280	CCP45062	CCP45062	P9WIT1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2281	CCP45063	CCP45063	P9WIA5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2282c	CCP45064	CCP45064	P9WMF3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2283	CCP45065	CCP45065	P9WLE9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2284	CCP45066	CCP45066	Q50681	Uniprot/SPTREMBL	NONE	100	100	-
Rv2285	CCP45067	CCP45067	P9WKB5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2286c	CCP45068	CCP45068	P9WLE7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2287	CCP45069	CCP45069	P9WJI3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2288	CCP45070	CCP45070	P9WLE5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2289	CCP45071	CCP45071	P9WPG9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2290	CCP45072	CCP45072	P9WK71	Uniprot/SWISSPROT	NONE	100	100	-
Rv2291	CCP45073	CCP45073	P9WHF5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2292c	CCP45074	CCP45074	P9WLE3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2293c	CCP45075	CCP45075	P9WLE1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2294	CCP45076	CCP45076	P9WQ83	Uniprot/SWISSPROT	NONE	100	100	-
Rv2295	CCP45077	CCP45077	P9WFL7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2296	CCP45078	CCP45078	P9WMS3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2297	CCP45079	CCP45079	P9WLD9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2298	CCP45080	CCP45080	P9WQA7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2299c	CCP45081	CCP45081	P9WMJ7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2300c	CCP45082	CCP45082	P9WLD7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2301	CCP45083	CCP45083	P9WP41	Uniprot/SWISSPROT	NONE	100	100	-
Rv2302	CCP45084	CCP45084	P9WLD5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2303c	CCP45085	CCP45085	Q50662	Uniprot/SPTREMBL	NONE	100	100	-
Rv2304c	CCP45086	CCP45086	P9WLD3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2305	CCP45087	CCP45087	P9WLD1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2306A	CCP45088	CCP45088	Q79FG5	Uniprot/SPTREMBL	NONE	100	100	-
Rv2306B	CCP45089	CCP45089	Q79FG4	Uniprot/SPTREMBL	NONE	100	100	-
Rv2307c	CCP45090	CCP45090	P9WLC7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2307A	CCP45091	CCP45091	L7N678	Uniprot/SPTREMBL	NONE	100	100	-
Rv2307B	CCP45092	CCP45092	Q79FG2	Uniprot/SPTREMBL	NONE	100	100	-
Rv2307D	CCP45093	CCP45093	L7N683	Uniprot/SPTREMBL	NONE	100	100	-
Rv2308	CCP45094	CCP45094	P9WLC5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2309c	CCP45095	CCP45095	P71903	Uniprot/SPTREMBL	NONE	100	100	-
Rv2309A	CCP45096	CCP45096	L7N666	Uniprot/SPTREMBL	NONE	100	100	-
Rv2310	CCP45097	CCP45097	P9WLC3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2311	CCP45098	CCP45098	P9WLC1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2312	CCP45099	CCP45099	P9WLB9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2313c	CCP45100	CCP45100	P9WLB7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2314c	CCP45101	CCP45101	P71898	Uniprot/SPTREMBL	NONE	100	100	-
Rv2315c	CCP45102	CCP45102	P71897	Uniprot/SPTREMBL	NONE	100	100	-
Rv2316	CCP45103	CCP45103	P71896	Uniprot/SPTREMBL	NONE	100	100	-
Rv2317	CCP45104	CCP45104	L7N652	Uniprot/SPTREMBL	NONE	100	100	-
Rv2318	CCP45105	CCP45105	P71894	Uniprot/SPTREMBL	NONE	100	100	-
Rv2319c	CCP45106	CCP45106	P9WLB5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2320c	CCP45107	CCP45107	P71892	Uniprot/SPTREMBL	NONE	100	100	-
Rv2321c	CCP45108	CCP45108	P71891	Uniprot/SPTREMBL	NONE	100	100	-
Rv2322c	CCP45109	CCP45109	P71890	Uniprot/SPTREMBL	NONE	100	100	-
Rv2323c	CCP45110	CCP45110	P71889	Uniprot/SPTREMBL	NONE	100	100	-
Rv2324	CCP45111	CCP45111	P71888	Uniprot/SPTREMBL	NONE	100	100	-
Rv2325c	CCP45112	CCP45112	P9WPI7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2326c	CCP45113	CCP45113	P9WQI7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2327	CCP45114	CCP45114	P71885	Uniprot/SPTREMBL	NONE	100	100	-
